
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"
# Contour 0, label:        0
 0.10101 -5.21601  0 
 0.123699 -5.15152  0 
 0.192513 -4.94949  0 
 0.260499 -4.74747  0 
 0.30303 -4.61773  0 
 0.327471 -4.54545  0 
 0.393245 -4.34343  0 
 0.457868 -4.14141  0 
 0.505051 -3.98943  0 
 0.52113 -3.93939  0 
 0.582724 -3.73737  0 
 0.642663 -3.53535  0 
 0.700723 -3.33333  0 
 0.707071 -3.30945  0 
 0.756378 -3.13131  0 
 0.809524 -2.92929  0 
 0.859808 -2.72727  0 
 0.906762 -2.52525  0 
 0.909091 -2.51373  0 
 0.949547 -2.32323  0 
 0.987693 -2.12121  0 
 1.02031 -1.91919  0 
 1.04626 -1.71717  0 
 1.06405 -1.51515  0 
 1.07172 -1.31313  0 
 1.0666 -1.11111  0 
 1.04503 -0.909091  0 
 1.00178 -0.707071  0 
 0.929152 -0.505051  0 
 0.909091 -0.465603  0 
 0.813872 -0.30303  0 
 0.707071 -0.174533  0 
 0.635032 -0.10101  0 
 0.505051  0.00140512  0 
 0.351103  0.10101  0 
 0.30303  0.126339  0 
 0.10101  0.218334  0 
-0.10101  0.292654  0 
-0.133195  0.30303  0 
-0.30303  0.350484  0 
-0.505051  0.398194  0 
-0.707071  0.43828  0 
-0.909091  0.472127  0 
-1.11111  0.500806  0 
-1.14474  0.505051  0 
-1.31313  0.524321  0 
-1.51515  0.544232  0 
-1.71717  0.561205  0 
-1.91919  0.575637  0 
-2.12121  0.587854  0 
-2.32323  0.598129  0 
-2.52525  0.606694  0 
-2.72727  0.613743  0 
-2.92929  0.619443  0 
-3.13131  0.623936  0 
-3.33333  0.627347  0 
-3.53535  0.629783  0 
-3.73737  0.631337  0 
-3.93939  0.632091  0 
-4.14141  0.632117  0 
-4.34343  0.631478  0 
-4.54545  0.630232  0 
-4.74747  0.628429  0 
-4.94949  0.626113  0 
-5.15152  0.623324  0 
-5.35354  0.620099  0 
-5.55556  0.61647  0 

