
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"
# Contour 0, label:        0
-0.372114 -6.76768  0 
-0.30303 -6.58356  0 
-0.296155 -6.56566  0 
-0.220672 -6.36364  0 
-0.145487 -6.16162  0 
-0.10101 -6.04022  0 
-0.0707229 -5.9596  0 
 0.0035367 -5.75758  0 
 0.077398 -5.55556  0 
 0.10101 -5.48922  0 
 0.150648 -5.35354  0 
 0.223325 -5.15152  0 
 0.29546 -4.94949  0 
 0.30303 -4.92746  0 
 0.366749 -4.74747  0 
 0.437331 -4.54545  0 
 0.505051 -4.34932  0 
 0.50715 -4.34343  0 
 0.57584 -4.14141  0 
 0.643568 -3.93939  0 
 0.707071 -3.74655  0 
 0.710203 -3.73737  0 
 0.775316 -3.53535  0 
 0.839023 -3.33333  0 
 0.901128 -3.13131  0 
 0.909091 -3.10349  0 
 0.961105 -2.92929  0 
 1.01889 -2.72727  0 
 1.07419 -2.52525  0 
 1.11111 -2.38049  0 
 1.12645 -2.32323  0 
 1.17502 -2.12121  0 
 1.21945 -1.91919  0 
 1.25888 -1.71717  0 
 1.2922 -1.51515  0 
 1.31313 -1.34872  0 
 1.31792 -1.31313  0 
 1.334 -1.11111  0 
 1.33794 -0.909091  0 
 1.32599 -0.707071  0 
 1.31313 -0.623916  0 
 1.29237 -0.505051  0 
 1.22828 -0.30303  0 
 1.12 -0.10101  0 
 1.11111 -0.0891038  0 
 0.94022  0.10101  0 
 0.909091  0.12633  0 
 0.707071  0.263053  0 
 0.634184  0.30303  0 
 0.505051  0.360431  0 
 0.30303  0.43404  0 
 0.10101  0.492865  0 
 0.0524249  0.505051  0 
-0.10101  0.538324  0 
-0.30303  0.575152  0 
-0.505051  0.605677  0 
-0.707071  0.631062  0 
-0.909091  0.652197  0 
-1.11111  0.669779  0 
-1.31313  0.684361  0 
-1.51515  0.696386  0 
-1.71717  0.706214  0 
-1.73812  0.707071  0 
-1.91919  0.713897  0 
-2.12121  0.71997  0 
-2.32323  0.724653  0 
-2.52525  0.728107  0 
-2.72727  0.730467  0 
-2.92929  0.731849  0 
-3.13131  0.732356  0 
-3.33333  0.732074  0 
-3.53535  0.731079  0 
-3.73737  0.729438  0 
-3.93939  0.727209  0 
-4.14141  0.724445  0 
-4.34343  0.72119  0 
-4.54545  0.717487  0 

