
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"
# Contour 0, label:        1
 0.197395 -0.802605  1 
 0.196697 -0.803303  1 
 0.193694 -0.806306  1 
 0.191383 -0.808617  1 
 0.190691 -0.809309  1 
 0.187688 -0.812312  1 
 0.185371 -0.814629  1 
 0.184685 -0.815315  1 
 0.181682 -0.818318  1 
 0.179359 -0.820641  1 
 0.178679 -0.821321  1 
 0.175676 -0.824324  1 
 0.173347 -0.826653  1 
 0.172673 -0.827327  1 
 0.16967 -0.83033  1 
 0.167335 -0.832665  1 
 0.166667 -0.833333  1 
 0.163664 -0.836336  1 
 0.161323 -0.838677  1 
 0.160661 -0.839339  1 
 0.157658 -0.842342  1 
 0.155311 -0.844689  1 
 0.154655 -0.845345  1 
 0.151652 -0.848348  1 
 0.149299 -0.850701  1 
 0.148649 -0.851351  1 
 0.145646 -0.854354  1 
 0.143287 -0.856713  1 
 0.142643 -0.857357  1 
 0.13964 -0.86036  1 
 0.137275 -0.862725  1 
 0.136637 -0.863363  1 
 0.133634 -0.866366  1 
 0.131263 -0.868737  1 
 0.130631 -0.869369  1 
 0.127628 -0.872372  1 
 0.125251 -0.874749  1 
 0.124625 -0.875375  1 
 0.121622 -0.878378  1 
 0.119238 -0.880762  1 
 0.118619 -0.881381  1 
 0.115616 -0.884384  1 
 0.113226 -0.886774  1 
 0.112613 -0.887387  1 
 0.10961 -0.89039  1 
 0.107214 -0.892786  1 
 0.106607 -0.893393  1 
 0.103604 -0.896396  1 
 0.101202 -0.898798  1 
 0.100601 -0.899399  1 
 0.0975976 -0.902402  1 
 0.0951904 -0.90481  1 
 0.0945946 -0.905405  1 
 0.0915916 -0.908408  1 
 0.0891784 -0.910822  1 
 0.0885886 -0.911411  1 
 0.0855856 -0.914414  1 
 0.0831663 -0.916834  1 
 0.0825826 -0.917417  1 
 0.0795796 -0.92042  1 
 0.0771543 -0.922846  1 
 0.0765766 -0.923423  1 
 0.0735736 -0.926426  1 
 0.0711423 -0.928858  1 
 0.0705706 -0.929429  1 
 0.0675676 -0.932432  1 
 0.0651303 -0.93487  1 
 0.0645646 -0.935435  1 
 0.0615616 -0.938438  1 

 0.454955 -0.545045  1 
 0.451952 -0.548048  1 
 0.4499 -0.5501  1 
 0.448949 -0.551051  1 
 0.445946 -0.554054  1 
 0.443888 -0.556112  1 
 0.442943 -0.557057  1 
 0.43994 -0.56006  1 
 0.437876 -0.562124  1 
 0.436937 -0.563063  1 
 0.433934 -0.566066  1 
 0.431864 -0.568136  1 
 0.430931 -0.569069  1 
 0.427928 -0.572072  1 
 0.425852 -0.574148  1 
 0.424925 -0.575075  1 
 0.421922 -0.578078  1 
 0.41984 -0.58016  1 
 0.418919 -0.581081  1 
 0.415916 -0.584084  1 
 0.413828 -0.586172  1 
 0.412913 -0.587087  1 
 0.40991 -0.59009  1 
 0.407816 -0.592184  1 
 0.406907 -0.593093  1 
 0.403904 -0.596096  1 
 0.401804 -0.598196  1 
 0.400901 -0.599099  1 
 0.397898 -0.602102  1 
 0.395792 -0.604208  1 
 0.394895 -0.605105  1 
 0.391892 -0.608108  1 
 0.38978 -0.61022  1 
 0.388889 -0.611111  1 
 0.385886 -0.614114  1 
 0.383768 -0.616232  1 
 0.382883 -0.617117  1 
 0.37988 -0.62012  1 
 0.377756 -0.622244  1 
 0.376877 -0.623123  1 
 0.373874 -0.626126  1 
 0.371743 -0.628257  1 
 0.370871 -0.629129  1 
 0.367868 -0.632132  1 
 0.365731 -0.634269  1 
 0.364865 -0.635135  1 
 0.361862 -0.638138  1 
 0.359719 -0.640281  1 
 0.358859 -0.641141  1 
 0.355856 -0.644144  1 
 0.353707 -0.646293  1 
 0.352853 -0.647147  1 
 0.34985 -0.65015  1 
 0.347695 -0.652305  1 
 0.346847 -0.653153  1 
 0.343844 -0.656156  1 
 0.341683 -0.658317  1 
 0.340841 -0.659159  1 
 0.337838 -0.662162  1 
 0.335671 -0.664329  1 
 0.334835 -0.665165  1 
 0.331832 -0.668168  1 
 0.329659 -0.670341  1 
 0.328829 -0.671171  1 
 0.325826 -0.674174  1 
 0.323647 -0.676353  1 
 0.322823 -0.677177  1 
 0.31982 -0.68018  1 
 0.317635 -0.682365  1 
 0.316817 -0.683183  1 
 0.313814 -0.686186  1 
 0.311623 -0.688377  1 
 0.310811 -0.689189  1 
 0.307808 -0.692192  1 
 0.305611 -0.694389  1 
 0.304805 -0.695195  1 
 0.301802 -0.698198  1 
 0.299599 -0.700401  1 
 0.298799 -0.701201  1 
 0.295796 -0.704204  1 
 0.293587 -0.706413  1 
 0.292793 -0.707207  1 
 0.28979 -0.71021  1 
 0.287575 -0.712425  1 
 0.286787 -0.713213  1 
 0.283784 -0.716216  1 
 0.281563 -0.718437  1 
 0.280781 -0.719219  1 
 0.277778 -0.722222  1 
 0.275551 -0.724449  1 
 0.274775 -0.725225  1 
 0.271772 -0.728228  1 
 0.269539 -0.730461  1 
 0.268769 -0.731231  1 
 0.265766 -0.734234  1 
 0.263527 -0.736473  1 
 0.262763 -0.737237  1 
 0.25976 -0.74024  1 
 0.257515 -0.742485  1 

 0.65015 -0.34985  1 
 0.648297 -0.351703  1 
 0.647147 -0.352853  1 
 0.644144 -0.355856  1 
 0.642285 -0.357715  1 
 0.641141 -0.358859  1 
 0.638138 -0.361862  1 
 0.636273 -0.363727  1 
 0.635135 -0.364865  1 
 0.632132 -0.367868  1 
 0.630261 -0.369739  1 
 0.629129 -0.370871  1 
 0.626126 -0.373874  1 
 0.624248 -0.375752  1 
 0.623123 -0.376877  1 
 0.62012 -0.37988  1 
 0.618236 -0.381764  1 
 0.617117 -0.382883  1 
 0.614114 -0.385886  1 
 0.612224 -0.387776  1 
 0.611111 -0.388889  1 
 0.608108 -0.391892  1 
 0.606212 -0.393788  1 
 0.605105 -0.394895  1 
 0.602102 -0.397898  1 
 0.6002 -0.3998  1 
 0.599099 -0.400901  1 
 0.596096 -0.403904  1 
 0.594188 -0.405812  1 
 0.593093 -0.406907  1 
 0.59009 -0.40991  1 
 0.588176 -0.411824  1 
 0.587087 -0.412913  1 
 0.584084 -0.415916  1 
 0.582164 -0.417836  1 
 0.581081 -0.418919  1 
 0.578078 -0.421922  1 
 0.576152 -0.423848  1 
 0.575075 -0.424925  1 
 0.572072 -0.427928  1 
 0.57014 -0.42986  1 
 0.569069 -0.430931  1 
 0.566066 -0.433934  1 
 0.564128 -0.435872  1 
 0.563063 -0.436937  1 
 0.56006 -0.43994  1 
 0.558116 -0.441884  1 
 0.557057 -0.442943  1 
 0.554054 -0.445946  1 
 0.552104 -0.447896  1 
 0.551051 -0.448949  1 
 0.548048 -0.451952  1 
 0.546092 -0.453908  1 
 0.545045 -0.454955  1 
 0.542042 -0.457958  1 
 0.54008 -0.45992  1 
 0.539039 -0.460961  1 
 0.536036 -0.463964  1 
 0.534068 -0.465932  1 
 0.533033 -0.466967  1 
 0.53003 -0.46997  1 
 0.528056 -0.471944  1 
 0.527027 -0.472973  1 
 0.524024 -0.475976  1 
 0.522044 -0.477956  1 
 0.521021 -0.478979  1 
 0.518018 -0.481982  1 
 0.516032 -0.483968  1 
 0.515015 -0.484985  1 
 0.512012 -0.487988  1 
 0.51002 -0.48998  1 
 0.509009 -0.490991  1 
 0.506006 -0.493994  1 
 0.504008 -0.495992  1 
 0.503003 -0.496997  1 
 0.5 -0.5  1 
 0.497996 -0.502004  1 
 0.496997 -0.503003  1 
 0.493994 -0.506006  1 
 0.491984 -0.508016  1 
 0.490991 -0.509009  1 
 0.487988 -0.512012  1 
 0.485972 -0.514028  1 
 0.484985 -0.515015  1 
 0.481982 -0.518018  1 
 0.47996 -0.52004  1 
 0.478979 -0.521021  1 
 0.475976 -0.524024  1 
 0.473948 -0.526052  1 
 0.472973 -0.527027  1 
 0.46997 -0.53003  1 
 0.467936 -0.532064  1 
 0.466967 -0.533033  1 
 0.463964 -0.536036  1 
 0.461924 -0.538076  1 
 0.460961 -0.539039  1 
 0.457958 -0.542042  1 
 0.455912 -0.544088  1 
 0.454955 -0.545045  1 

 0.846693 -0.153307  1 
 0.845345 -0.154655  1 
 0.842342 -0.157658  1 
 0.840681 -0.159319  1 
 0.839339 -0.160661  1 
 0.836336 -0.163664  1 
 0.834669 -0.165331  1 
 0.833333 -0.166667  1 
 0.83033 -0.16967  1 
 0.828657 -0.171343  1 
 0.827327 -0.172673  1 
 0.824324 -0.175676  1 
 0.822645 -0.177355  1 
 0.821321 -0.178679  1 
 0.818318 -0.181682  1 
 0.816633 -0.183367  1 
 0.815315 -0.184685  1 
 0.812312 -0.187688  1 
 0.810621 -0.189379  1 
 0.809309 -0.190691  1 
 0.806306 -0.193694  1 
 0.804609 -0.195391  1 
 0.803303 -0.196697  1 
 0.8003 -0.1997  1 
 0.798597 -0.201403  1 
 0.797297 -0.202703  1 
 0.794294 -0.205706  1 
 0.792585 -0.207415  1 
 0.791291 -0.208709  1 
 0.788288 -0.211712  1 
 0.786573 -0.213427  1 
 0.785285 -0.214715  1 
 0.782282 -0.217718  1 
 0.780561 -0.219439  1 
 0.779279 -0.220721  1 
 0.776276 -0.223724  1 
 0.774549 -0.225451  1 
 0.773273 -0.226727  1 
 0.77027 -0.22973  1 
 0.768537 -0.231463  1 
 0.767267 -0.232733  1 
 0.764264 -0.235736  1 
 0.762525 -0.237475  1 
 0.761261 -0.238739  1 
 0.758258 -0.241742  1 
 0.756513 -0.243487  1 
 0.755255 -0.244745  1 
 0.752252 -0.247748  1 
 0.750501 -0.249499  1 
 0.749249 -0.250751  1 
 0.746246 -0.253754  1 
 0.744489 -0.255511  1 
 0.743243 -0.256757  1 
 0.74024 -0.25976  1 
 0.738477 -0.261523  1 
 0.737237 -0.262763  1 
 0.734234 -0.265766  1 
 0.732465 -0.267535  1 
 0.731231 -0.268769  1 
 0.728228 -0.271772  1 
 0.726453 -0.273547  1 
 0.725225 -0.274775  1 
 0.722222 -0.277778  1 
 0.720441 -0.279559  1 
 0.719219 -0.280781  1 
 0.716216 -0.283784  1 
 0.714429 -0.285571  1 
 0.713213 -0.286787  1 
 0.71021 -0.28979  1 
 0.708417 -0.291583  1 
 0.707207 -0.292793  1 
 0.704204 -0.295796  1 
 0.702405 -0.297595  1 
 0.701201 -0.298799  1 
 0.698198 -0.301802  1 
 0.696393 -0.303607  1 
 0.695195 -0.304805  1 
 0.692192 -0.307808  1 
 0.690381 -0.309619  1 
 0.689189 -0.310811  1 
 0.686186 -0.313814  1 
 0.684369 -0.315631  1 
 0.683183 -0.316817  1 
 0.68018 -0.31982  1 
 0.678357 -0.321643  1 
 0.677177 -0.322823  1 
 0.674174 -0.325826  1 
 0.672345 -0.327655  1 
 0.671171 -0.328829  1 
 0.668168 -0.331832  1 
 0.666333 -0.333667  1 
 0.665165 -0.334835  1 
 0.662162 -0.337838  1 
 0.660321 -0.339679  1 
 0.659159 -0.340841  1 
 0.656156 -0.343844  1 
 0.654309 -0.345691  1 
 0.653153 -0.346847  1 
 0.65015 -0.34985  1 

 0.953453  0.0465465  1 
 0.95491  0.0450902  1 
 0.956456  0.0435435  1 
 0.959459  0.0405405  1 
 0.960922  0.0390782  1 
 0.962462  0.0375375  1 
 0.965465  0.0345345  1 
 0.966934  0.0330661  1 
 0.968468  0.0315315  1 
 0.971471  0.0285285  1 
 0.972946  0.0270541  1 
 0.974474  0.0255255  1 
 0.977477  0.0225225  1 
 0.978958  0.0210421  1 
 0.98048  0.0195195  1 
 0.983483  0.0165165  1 
 0.98497  0.0150301  1 
 0.986486  0.0135135  1 
 0.989489  0.0105105  1 
 0.990982  0.00901804  1 
 0.992492  0.00750751  1 
 0.995495  0.0045045  1 
 0.996994  0.00300601  1 
 0.996994 -0.00300601  1 
 0.995495 -0.0045045  1 
 0.992492 -0.00750751  1 
 0.990982 -0.00901804  1 
 0.989489 -0.0105105  1 
 0.986486 -0.0135135  1 
 0.98497 -0.0150301  1 
 0.983483 -0.0165165  1 
 0.98048 -0.0195195  1 
 0.978958 -0.0210421  1 
 0.977477 -0.0225225  1 
 0.974474 -0.0255255  1 
 0.972946 -0.0270541  1 
 0.971471 -0.0285285  1 
 0.968468 -0.0315315  1 
 0.966934 -0.0330661  1 
 0.965465 -0.0345345  1 
 0.962462 -0.0375375  1 
 0.960922 -0.0390782  1 
 0.959459 -0.0405405  1 
 0.956456 -0.0435435  1 
 0.95491 -0.0450902  1 
 0.953453 -0.0465465  1 
 0.95045 -0.0495495  1 
 0.948898 -0.0511022  1 
 0.947447 -0.0525526  1 
 0.944444 -0.0555556  1 
 0.942886 -0.0571142  1 
 0.941441 -0.0585586  1 
 0.938438 -0.0615616  1 
 0.936874 -0.0631263  1 
 0.935435 -0.0645646  1 
 0.932432 -0.0675676  1 
 0.930862 -0.0691383  1 
 0.929429 -0.0705706  1 
 0.926426 -0.0735736  1 
 0.92485 -0.0751503  1 
 0.923423 -0.0765766  1 
 0.92042 -0.0795796  1 
 0.918838 -0.0811623  1 
 0.917417 -0.0825826  1 
 0.914414 -0.0855856  1 
 0.912826 -0.0871743  1 
 0.911411 -0.0885886  1 
 0.908408 -0.0915916  1 
 0.906814 -0.0931864  1 
 0.905405 -0.0945946  1 
 0.902402 -0.0975976  1 
 0.900802 -0.0991984  1 
 0.899399 -0.100601  1 
 0.896396 -0.103604  1 
 0.89479 -0.10521  1 
 0.893393 -0.106607  1 
 0.89039 -0.10961  1 
 0.888778 -0.111222  1 
 0.887387 -0.112613  1 
 0.884384 -0.115616  1 
 0.882766 -0.117234  1 
 0.881381 -0.118619  1 
 0.878378 -0.121622  1 
 0.876754 -0.123246  1 
 0.875375 -0.124625  1 
 0.872372 -0.127628  1 
 0.870741 -0.129259  1 
 0.869369 -0.130631  1 
 0.866366 -0.133634  1 
 0.864729 -0.135271  1 
 0.863363 -0.136637  1 
 0.86036 -0.13964  1 
 0.858717 -0.141283  1 
 0.857357 -0.142643  1 
 0.854354 -0.145646  1 
 0.852705 -0.147295  1 
 0.851351 -0.148649  1 
 0.848348 -0.151652  1 
 0.846693 -0.153307  1 

 0.756513  0.243487  1 
 0.758258  0.241742  1 
 0.761261  0.238739  1 
 0.762525  0.237475  1 
 0.764264  0.235736  1 
 0.767267  0.232733  1 
 0.768537  0.231463  1 
 0.77027  0.22973  1 
 0.773273  0.226727  1 
 0.774549  0.225451  1 
 0.776276  0.223724  1 
 0.779279  0.220721  1 
 0.780561  0.219439  1 
 0.782282  0.217718  1 
 0.785285  0.214715  1 
 0.786573  0.213427  1 
 0.788288  0.211712  1 
 0.791291  0.208709  1 
 0.792585  0.207415  1 
 0.794294  0.205706  1 
 0.797297  0.202703  1 
 0.798597  0.201403  1 
 0.8003  0.1997  1 
 0.803303  0.196697  1 
 0.804609  0.195391  1 
 0.806306  0.193694  1 
 0.809309  0.190691  1 
 0.810621  0.189379  1 
 0.812312  0.187688  1 
 0.815315  0.184685  1 
 0.816633  0.183367  1 
 0.818318  0.181682  1 
 0.821321  0.178679  1 
 0.822645  0.177355  1 
 0.824324  0.175676  1 
 0.827327  0.172673  1 
 0.828657  0.171343  1 
 0.83033  0.16967  1 
 0.833333  0.166667  1 
 0.834669  0.165331  1 
 0.836336  0.163664  1 
 0.839339  0.160661  1 
 0.840681  0.159319  1 
 0.842342  0.157658  1 
 0.845345  0.154655  1 
 0.846693  0.153307  1 
 0.848348  0.151652  1 
 0.851351  0.148649  1 
 0.852705  0.147295  1 
 0.854354  0.145646  1 
 0.857357  0.142643  1 
 0.858717  0.141283  1 
 0.86036  0.13964  1 
 0.863363  0.136637  1 
 0.864729  0.135271  1 
 0.866366  0.133634  1 
 0.869369  0.130631  1 
 0.870741  0.129259  1 
 0.872372  0.127628  1 
 0.875375  0.124625  1 
 0.876754  0.123246  1 
 0.878378  0.121622  1 
 0.881381  0.118619  1 
 0.882766  0.117234  1 
 0.884384  0.115616  1 
 0.887387  0.112613  1 
 0.888778  0.111222  1 
 0.89039  0.10961  1 
 0.893393  0.106607  1 
 0.89479  0.10521  1 
 0.896396  0.103604  1 
 0.899399  0.100601  1 
 0.900802  0.0991984  1 
 0.902402  0.0975976  1 
 0.905405  0.0945946  1 
 0.906814  0.0931864  1 
 0.908408  0.0915916  1 
 0.911411  0.0885886  1 
 0.912826  0.0871743  1 
 0.914414  0.0855856  1 
 0.917417  0.0825826  1 
 0.918838  0.0811623  1 
 0.92042  0.0795796  1 
 0.923423  0.0765766  1 
 0.92485  0.0751503  1 
 0.926426  0.0735736  1 
 0.929429  0.0705706  1 
 0.930862  0.0691383  1 
 0.932432  0.0675676  1 
 0.935435  0.0645646  1 
 0.936874  0.0631263  1 
 0.938438  0.0615616  1 
 0.941441  0.0585586  1 
 0.942886  0.0571142  1 
 0.944444  0.0555556  1 
 0.947447  0.0525526  1 
 0.948898  0.0511022  1 
 0.95045  0.0495495  1 
 0.953453  0.0465465  1 

 0.56006  0.43994  1 
 0.563063  0.436937  1 
 0.564128  0.435872  1 
 0.566066  0.433934  1 
 0.569069  0.430931  1 
 0.57014  0.42986  1 
 0.572072  0.427928  1 
 0.575075  0.424925  1 
 0.576152  0.423848  1 
 0.578078  0.421922  1 
 0.581081  0.418919  1 
 0.582164  0.417836  1 
 0.584084  0.415916  1 
 0.587087  0.412913  1 
 0.588176  0.411824  1 
 0.59009  0.40991  1 
 0.593093  0.406907  1 
 0.594188  0.405812  1 
 0.596096  0.403904  1 
 0.599099  0.400901  1 
 0.6002  0.3998  1 
 0.602102  0.397898  1 
 0.605105  0.394895  1 
 0.606212  0.393788  1 
 0.608108  0.391892  1 
 0.611111  0.388889  1 
 0.612224  0.387776  1 
 0.614114  0.385886  1 
 0.617117  0.382883  1 
 0.618236  0.381764  1 
 0.62012  0.37988  1 
 0.623123  0.376877  1 
 0.624248  0.375752  1 
 0.626126  0.373874  1 
 0.629129  0.370871  1 
 0.630261  0.369739  1 
 0.632132  0.367868  1 
 0.635135  0.364865  1 
 0.636273  0.363727  1 
 0.638138  0.361862  1 
 0.641141  0.358859  1 
 0.642285  0.357715  1 
 0.644144  0.355856  1 
 0.647147  0.352853  1 
 0.648297  0.351703  1 
 0.65015  0.34985  1 
 0.653153  0.346847  1 
 0.654309  0.345691  1 
 0.656156  0.343844  1 
 0.659159  0.340841  1 
 0.660321  0.339679  1 
 0.662162  0.337838  1 
 0.665165  0.334835  1 
 0.666333  0.333667  1 
 0.668168  0.331832  1 
 0.671171  0.328829  1 
 0.672345  0.327655  1 
 0.674174  0.325826  1 
 0.677177  0.322823  1 
 0.678357  0.321643  1 
 0.68018  0.31982  1 
 0.683183  0.316817  1 
 0.684369  0.315631  1 
 0.686186  0.313814  1 
 0.689189  0.310811  1 
 0.690381  0.309619  1 
 0.692192  0.307808  1 
 0.695195  0.304805  1 
 0.696393  0.303607  1 
 0.698198  0.301802  1 
 0.701201  0.298799  1 
 0.702405  0.297595  1 
 0.704204  0.295796  1 
 0.707207  0.292793  1 
 0.708417  0.291583  1 
 0.71021  0.28979  1 
 0.713213  0.286787  1 
 0.714429  0.285571  1 
 0.716216  0.283784  1 
 0.719219  0.280781  1 
 0.720441  0.279559  1 
 0.722222  0.277778  1 
 0.725225  0.274775  1 
 0.726453  0.273547  1 
 0.728228  0.271772  1 
 0.731231  0.268769  1 
 0.732465  0.267535  1 
 0.734234  0.265766  1 
 0.737237  0.262763  1 
 0.738477  0.261523  1 
 0.74024  0.25976  1 
 0.743243  0.256757  1 
 0.744489  0.255511  1 
 0.746246  0.253754  1 
 0.749249  0.250751  1 
 0.750501  0.249499  1 
 0.752252  0.247748  1 
 0.755255  0.244745  1 
 0.756513  0.243487  1 

 0.364865  0.635135  1 
 0.365731  0.634269  1 
 0.367868  0.632132  1 
 0.370871  0.629129  1 
 0.371743  0.628257  1 
 0.373874  0.626126  1 
 0.376877  0.623123  1 
 0.377756  0.622244  1 
 0.37988  0.62012  1 
 0.382883  0.617117  1 
 0.383768  0.616232  1 
 0.385886  0.614114  1 
 0.388889  0.611111  1 
 0.38978  0.61022  1 
 0.391892  0.608108  1 
 0.394895  0.605105  1 
 0.395792  0.604208  1 
 0.397898  0.602102  1 
 0.400901  0.599099  1 
 0.401804  0.598196  1 
 0.403904  0.596096  1 
 0.406907  0.593093  1 
 0.407816  0.592184  1 
 0.40991  0.59009  1 
 0.412913  0.587087  1 
 0.413828  0.586172  1 
 0.415916  0.584084  1 
 0.418919  0.581081  1 
 0.41984  0.58016  1 
 0.421922  0.578078  1 
 0.424925  0.575075  1 
 0.425852  0.574148  1 
 0.427928  0.572072  1 
 0.430931  0.569069  1 
 0.431864  0.568136  1 
 0.433934  0.566066  1 
 0.436937  0.563063  1 
 0.437876  0.562124  1 
 0.43994  0.56006  1 
 0.442943  0.557057  1 
 0.443888  0.556112  1 
 0.445946  0.554054  1 
 0.448949  0.551051  1 
 0.4499  0.5501  1 
 0.451952  0.548048  1 
 0.454955  0.545045  1 
 0.455912  0.544088  1 
 0.457958  0.542042  1 
 0.460961  0.539039  1 
 0.461924  0.538076  1 
 0.463964  0.536036  1 
 0.466967  0.533033  1 
 0.467936  0.532064  1 
 0.46997  0.53003  1 
 0.472973  0.527027  1 
 0.473948  0.526052  1 
 0.475976  0.524024  1 
 0.478979  0.521021  1 
 0.47996  0.52004  1 
 0.481982  0.518018  1 
 0.484985  0.515015  1 
 0.485972  0.514028  1 
 0.487988  0.512012  1 
 0.490991  0.509009  1 
 0.491984  0.508016  1 
 0.493994  0.506006  1 
 0.496997  0.503003  1 
 0.497996  0.502004  1 
 0.5  0.5  1 
 0.503003  0.496997  1 
 0.504008  0.495992  1 
 0.506006  0.493994  1 
 0.509009  0.490991  1 
 0.51002  0.48998  1 
 0.512012  0.487988  1 
 0.515015  0.484985  1 
 0.516032  0.483968  1 
 0.518018  0.481982  1 
 0.521021  0.478979  1 
 0.522044  0.477956  1 
 0.524024  0.475976  1 
 0.527027  0.472973  1 
 0.528056  0.471944  1 
 0.53003  0.46997  1 
 0.533033  0.466967  1 
 0.534068  0.465932  1 
 0.536036  0.463964  1 
 0.539039  0.460961  1 
 0.54008  0.45992  1 
 0.542042  0.457958  1 
 0.545045  0.454955  1 
 0.546092  0.453908  1 
 0.548048  0.451952  1 
 0.551051  0.448949  1 
 0.552104  0.447896  1 
 0.554054  0.445946  1 
 0.557057  0.442943  1 
 0.558116  0.441884  1 
 0.56006  0.43994  1 

 0.167335  0.832665  1 
 0.16967  0.83033  1 
 0.172673  0.827327  1 
 0.173347  0.826653  1 
 0.175676  0.824324  1 
 0.178679  0.821321  1 
 0.179359  0.820641  1 
 0.181682  0.818318  1 
 0.184685  0.815315  1 
 0.185371  0.814629  1 
 0.187688  0.812312  1 
 0.190691  0.809309  1 
 0.191383  0.808617  1 
 0.193694  0.806306  1 
 0.196697  0.803303  1 
 0.197395  0.802605  1 
 0.1997  0.8003  1 
 0.202703  0.797297  1 
 0.203407  0.796593  1 
 0.205706  0.794294  1 
 0.208709  0.791291  1 
 0.209419  0.790581  1 
 0.211712  0.788288  1 
 0.214715  0.785285  1 
 0.215431  0.784569  1 
 0.217718  0.782282  1 
 0.220721  0.779279  1 
 0.221443  0.778557  1 
 0.223724  0.776276  1 
 0.226727  0.773273  1 
 0.227455  0.772545  1 
 0.22973  0.77027  1 
 0.232733  0.767267  1 
 0.233467  0.766533  1 
 0.235736  0.764264  1 
 0.238739  0.761261  1 
 0.239479  0.760521  1 
 0.241742  0.758258  1 
 0.244745  0.755255  1 
 0.245491  0.754509  1 
 0.247748  0.752252  1 
 0.250751  0.749249  1 
 0.251503  0.748497  1 
 0.253754  0.746246  1 
 0.256757  0.743243  1 
 0.257515  0.742485  1 
 0.25976  0.74024  1 
 0.262763  0.737237  1 
 0.263527  0.736473  1 
 0.265766  0.734234  1 
 0.268769  0.731231  1 
 0.269539  0.730461  1 
 0.271772  0.728228  1 
 0.274775  0.725225  1 
 0.275551  0.724449  1 
 0.277778  0.722222  1 
 0.280781  0.719219  1 
 0.281563  0.718437  1 
 0.283784  0.716216  1 
 0.286787  0.713213  1 
 0.287575  0.712425  1 
 0.28979  0.71021  1 
 0.292793  0.707207  1 
 0.293587  0.706413  1 
 0.295796  0.704204  1 
 0.298799  0.701201  1 
 0.299599  0.700401  1 
 0.301802  0.698198  1 
 0.304805  0.695195  1 
 0.305611  0.694389  1 
 0.307808  0.692192  1 
 0.310811  0.689189  1 
 0.311623  0.688377  1 
 0.313814  0.686186  1 
 0.316817  0.683183  1 
 0.317635  0.682365  1 
 0.31982  0.68018  1 
 0.322823  0.677177  1 
 0.323647  0.676353  1 
 0.325826  0.674174  1 
 0.328829  0.671171  1 
 0.329659  0.670341  1 
 0.331832  0.668168  1 
 0.334835  0.665165  1 
 0.335671  0.664329  1 
 0.337838  0.662162  1 
 0.340841  0.659159  1 
 0.341683  0.658317  1 
 0.343844  0.656156  1 
 0.346847  0.653153  1 
 0.347695  0.652305  1 
 0.34985  0.65015  1 
 0.352853  0.647147  1 
 0.353707  0.646293  1 
 0.355856  0.644144  1 
 0.358859  0.641141  1 
 0.359719  0.640281  1 
 0.361862  0.638138  1 
 0.364865  0.635135  1 

-0.0290581  0.970942  1 
-0.0285285  0.971471  1 
-0.0255255  0.974474  1 
-0.0230461  0.976954  1 
-0.0225225  0.977477  1 
-0.0195195  0.98048  1 
-0.0170341  0.982966  1 
-0.0165165  0.983483  1 
-0.0135135  0.986486  1 
-0.011022  0.988978  1 
-0.0105105  0.989489  1 
-0.00750751  0.992492  1 
-0.00501002  0.99499  1 
-0.0045045  0.995495  1 
-0.0015015  0.998498  1 
 0.0015015  0.998498  1 
 0.0045045  0.995495  1 
 0.00501002  0.99499  1 
 0.00750751  0.992492  1 
 0.0105105  0.989489  1 
 0.011022  0.988978  1 
